Year,Date ,Hour,DataRecorded,DataReviewed,Observer,Time,Frame,Direction,Range,Length,Confidence,Comments
2024,12/30/2023,9:00,Full,First 30,JB,No fish,,,,,,
2024,12/30/2023,9:30,Full,Second 30,JB,No fish,,,,,,
2024,12/30/2023,10:00,Full,First 30,JB,No fish,,,,,,
2024,12/30/2023,10:30,Full,Second 30,JB,10:50:29,6084,upstream,,76.6,1,
2024,12/30/2023,11:00,Full,First 30,JB,11:19:52,5897,upstream,,86.1,1,
2024,12/30/2023,11:30,Full,Second 30,JB,11:38:48,2615,upstream,,72.4,1,
2024,12/30/2023,12:00,Full,First 30,JB,No fish,,,,,,
2024,12/30/2023,12:30,Full,Second 30,JB,No fish,,,,,,
2024,12/30/2023,13:00,Full,First 30,JB,No fish,,,,,,
2024,12/30/2023,13:30,Full,Second 30,JB,No fish,,,,,,
2024,12/30/2023,14:00,Full,First 30,JB,No fish,,,,,,
2024,12/30/2023,14:30,Full,Second 30,JB,No fish,,,,,,
2024,12/30/2023,15:00,Full,First 30,JB,No fish,,,,,,
2024,12/30/2023,15:30,Full,Second 30,JB,No fish,,,,,,
2024,12/30/2023,16:00,Full,First 30,JB,No fish,,,,,,
2024,12/30/2023,16:30,Full,Second 30,JB,No fish,,,,,,
2024,12/30/2023,17:00,Full,First 30,JB,No fish,,,,,,
2024,12/30/2023,17:30,Full,Second 30,JB,No fish,,,,,,
2024,12/30/2023,18:00,Full,First 30,JB,No fish,,,,,,
2024,12/30/2023,18:30,Full,Second 30,JB,No fish,,,,,,
2024,12/30/2023,19:00,Full,First 30,JB,No fish,,,,,,
2024,12/30/2023,19:30,Full,Second 30,JB,No fish,,,,,,
2024,12/30/2023,20:00,Full,First 30,JB,No fish,,,,,,
2024,12/30/2023,20:30,Full,Second 30,JB,No fish,,,,,,
2024,12/30/2023,21:00,Full,First 30,JB,No fish,,,,,,
2024,12/30/2023,21:30,Full,Second 30,JB,No fish,,,,,,
2024,12/30/2023,22:00,Full,First 30,JB,No fish,,,,,,
2024,12/30/2023,22:30,Full,Second 30,JB,No fish,,,,,,
2024,12/30/2023,23:00,Full,First 30,JB,No fish,,,,,,
2024,12/30/2023,23:30,Full,Second 30,JB,No fish,,,,,,
2024,12/31/2023,0:00,Full,First 30,JB,No fish,,,,,,
2024,12/31/2023,0:30,Full,Second 30,JB,No fish,,,,,,
2024,12/31/2023,1:00,Full,First 30,JB,No fish,,,,,,
2024,12/31/2023,1:30,Full,Second 30,JB,No fish,,,,,,
2024,12/31/2023,2:00,Full,First 30,JB,No fish,,,,,,
2024,12/31/2023,2:30,Full,Second 30,JB,No fish,,,,,,
2024,12/31/2023,3:00,Full,First 30,JB,No fish,,,,,,
2024,12/31/2023,3:30,Full,Second 30,JB,No fish,,,,,,
2024,12/31/2023,4:00,Full,First 30,JB,No fish,,,,,,
2024,12/31/2023,4:30,Full,Second 30,JB,No fish,,,,,,
2024,12/31/2023,5:00,Full,First 30,JB,No fish,,,,,,
2024,12/31/2023,5:30,Full,Second 30,JB,No fish,,,,,,
2024,12/31/2023,6:00,Full,First 30,JB,No fish,,,,,,
2024,12/31/2023,6:30,Full,Second 30,JB,No fish,,,,,,
2024,12/31/2023,7:00,Full,First 30,JB,No fish,,,,,,
2024,12/31/2023,7:30,Full,Second 30,JB,No fish,,,,,,
2024,12/31/2023,8:00,Full,First 30,JB,No fish,,,,,,
2024,12/31/2023,8:30,Full,Second 30,JB,8:38:47,2620,downstream,,74.9,1,
2024,12/31/2023,8:30,Full,Second 30,JB,8:39:58,2977,upstream,,76.5,1,
2024,12/31/2023,9:00,Full,First 30,JB,No fish,,,,,,
2024,12/31/2023,9:30,Full,Second 30,JB,No fish,,,,,,
2024,12/31/2023,10:00,Full,First 30,JB,No fish,,,,,,
2024,12/31/2023,10:30,Full,Second 30,JB,No fish,,,,,,
2024,12/31/2023,11:00,Full,First 30,JB,No fish,,,,,,
2024,12/31/2023,11:30,Full,Second 30,JB,No fish,,,,,,
2024,12/31/2023,12:00,Full,First 30,JB,No fish,,,,,,
2024,12/31/2023,12:30,Full,Second 30,JB,12:50:55,6239,upstream,,67.2,1,
2024,12/31/2023,13:00,Full,First 30,JB,No fish,,,,,,
2024,12/31/2023,13:30,Full,Second 30,JB,No fish,,,,,,
2024,12/31/2023,14:00,Full,First 30,JB,No fish,,,,,,
2024,12/31/2023,14:30,Full,Second 30,JB,14:40:04,3000,upstream,,69.1,1,
2024,12/31/2023,15:00,Full,First 30,JB,No fish,,,,,,
2024,12/31/2023,15:30,Full,Second 30,JB,No fish,,,,,,
2024,12/31/2023,16:00,Full,First 30,JB,No fish,,,,,,
2024,12/31/2023,16:30,Full,Second 30,JB,No fish,,,,,,
2024,12/31/2023,17:00,Full,First 30,JB,No fish,,,,,,
2024,12/31/2023,17:30,Full,Second 30,JB,No fish,,,,,,
2024,12/31/2023,18:00,Full,First 30,JB,No fish,,,,,,
2024,12/31/2023,18:30,Full,Second 30,JB,No fish,,,,,,
2024,12/31/2023,19:00,Full,First 30,JB,No fish,,,,,,
2024,12/31/2023,19:30,Full,Second 30,JB,No fish,,,,,,
2024,12/31/2023,20:00,Full,First 30,JB,No fish,,,,,,
2024,12/31/2023,20:30,Full,Second 30,JB,No fish,,,,,,
2024,12/31/2023,21:00,Full,First 30,JB,No fish,,,,,,
2024,12/31/2023,21:30,Full,Second 30,JB,No fish,,,,,,
2024,12/31/2023,22:00,Full,First 30,JB,No fish,,,,,,
2024,12/31/2023,22:30,Full,Second 30,JB,No fish,,,,,,
2024,12/31/2023,23:00,Full,First 30,JB,No fish,,,,,,
2024,12/31/2023,23:30,Full,Second 30,JB,No fish,,,,,,
2024,1/1/2024,0:00,Full,First 30,JB,No fish,,,,,,
2024,1/1/2024,0:30,Full,Second 30,JB,No fish,,,,,,
2024,1/1/2024,1:00,Full,First 30,JB,No fish,,,,,,
2024,1/1/2024,1:30,Full,Second 30,JB,No fish,,,,,,
2024,1/1/2024,2:00,Full,First 30,JB,No fish,,,,,,
2024,1/1/2024,2:30,Full,Second 30,JB,No fish,,,,,,
2024,1/1/2024,3:00,Full,First 30,JB,No fish,,,,,,
2024,1/1/2024,3:30,Full,Second 30,JB,No fish,,,,,,
2024,1/1/2024,4:00,Full,First 30,JB,No fish,,,,,,
2024,1/1/2024,4:30,Full,Second 30,JB,No fish,,,,,,
2024,1/1/2024,5:00,Full,First 30,JB,No fish,,,,,,
2024,1/1/2024,5:30,Full,Second 30,JB,No fish,,,,,,
2024,1/1/2024,6:00,Full,First 30,JB,No fish,,,,,,
2024,1/1/2024,6:30,Full,Second 30,JB,No fish,,,,,,
2024,1/1/2024,7:00,Full,First 30,JB,No fish,,,,,,
2024,1/1/2024,7:30,Full,Second 30,JB,No fish,,,,,,
2024,1/1/2024,8:00,Full,First 30,JB,No fish,,,,,,
2024,1/1/2024,8:30,Full,Second 30,JB,No fish,,,,,,
2024,1/1/2024,9:00,Full,First 30,JB,No fish,,,,,,
2024,1/1/2024,9:30,Full,Second 30,JB,No fish,,,,,,
2024,1/1/2024,10:00,Full,First 30,JB,10:29:32,8769,upstream,,58.7,1,
2024,1/1/2024,10:30,Full,Second 30,JB,No fish,,,,,,
2024,1/1/2024,11:00,Full,First 30,JB,No fish,,,,,,
2024,1/1/2024,11:30,Full,Second 30,JB,No fish,,,,,,
2024,1/1/2024,12:00,Full,First 30,JB,No fish,,,,,,
2024,1/1/2024,12:30,Full,Second 30,JB,No fish,,,,,,
2024,1/1/2024,13:00,Full,First 30,JB,No fish,,,,,,
2024,1/1/2024,13:30,Full,Second 30,JB,No fish,,,,,,
2024,1/1/2024,14:00,Full,First 30,JB,No fish,,,,,,
2024,1/1/2024,14:30,Full,Second 30,JB,No fish,,,,,,
2024,1/1/2024,15:00,Full,First 30,JB,No fish,,,,,,
2024,1/1/2024,15:30,Full,Second 30,JB,No fish,,,,,,
2024,1/1/2024,16:00,Full,First 30,JB,No fish,,,,,,
2024,1/1/2024,16:30,Full,Second 30,JB,No fish,,,,,,
2024,1/1/2024,17:00,Full,First 30,JB,No fish,,,,,,
2024,1/1/2024,17:30,Full,Second 30,JB,No fish,,,,,,
2024,1/1/2024,18:00,Full,First 30,JB,No fish,,,,,,
2024,1/1/2024,18:30,Full,Second 30,JB,No fish,,,,,,
2024,1/1/2024,19:00,Full,First 30,JB,No fish,,,,,,
2024,1/1/2024,19:30,Full,Second 30,JB,No fish,,,,,,
2024,1/1/2024,20:00,Full,First 30,JB,No fish,,,,,,
2024,1/1/2024,20:30,Full,Second 30,JB,No fish,,,,,,
2024,1/1/2024,21:00,Full,First 30,JB,No fish,,,,,,
2024,1/1/2024,21:30,Full,Second 30,JB,No fish,,,,,,
2024,1/1/2024,22:00,Full,First 30,JB,No fish,,,,,,
2024,1/1/2024,22:30,Full,Second 30,JB,No fish,,,,,,
2024,1/1/2024,23:00,Full,First 30,JB,No fish,,,,,,
2024,1/1/2024,23:30,Full,Second 30,JB,No fish,,,,,,
2024,1/2/2024,0:00,Full,First 30,JB,No fish,,,,,,
2024,1/2/2024,0:30,Full,Second 30,JB,No fish,,,,,,
2024,1/2/2024,1:00,Full,First 30,JB,No fish,,,,,,
2024,1/2/2024,1:30,Full,Second 30,JB,No fish,,,,,,
2024,1/2/2024,2:00,Full,First 30,JB,No fish,,,,,,
2024,1/2/2024,2:30,Full,Second 30,JB,No fish,,,,,,
2024,1/2/2024,3:00,Full,First 30,JB,No fish,,,,,,
2024,1/2/2024,3:30,Full,Second 30,JB,No fish,,,,,,
2024,1/2/2024,4:00,Full,First 30,JB,No fish,,,,,,
2024,1/2/2024,4:30,Full,Second 30,JB,No fish,,,,,,
2024,1/2/2024,5:00,Full,First 30,JB,No fish,,,,,,
2024,1/2/2024,5:30,Full,Second 30,JB,No fish,,,,,,
2024,1/2/2024,6:00,Full,First 30,JB,No fish,,,,,,
2024,1/2/2024,6:30,Full,Second 30,JB,No fish,,,,,,
2024,1/2/2024,7:00,Full,First 30,JB,No fish,,,,,,
2024,1/2/2024,7:30,Full,Second 30,JB,7:43:45,3965,upstream,,51.2,1,
2024,1/2/2024,8:00,Full,First 30,JB,No fish,,,,,,
2024,1/2/2024,8:30,Full,Second 30,JB,No fish,,,,,,
2024,1/2/2024,9:00,Full,First 30,JB,No fish,,,,,,
2024,1/2/2024,9:30,Full,Second 30,JB,No fish,,,,,,
2024,1/2/2024,10:00,Full,First 30,JB,No fish,,,,,,
2024,1/2/2024,10:30,Full,Second 30,JB,No fish,,,,,,
2024,1/2/2024,11:00,Full,First 30,JB,No fish,,,,,,
2024,1/2/2024,11:30,Full,Second 30,JB,No fish,,,,,,
2024,1/2/2024,12:00,Full,First 30,JB,No fish,,,,,,
2024,1/2/2024,12:30,Full,Second 30,JB,No fish,,,,,,
2024,1/2/2024,13:00,Full,First 30,JB,No fish,,,,,,
2024,1/2/2024,13:30,Full,Second 30,JB,No fish,,,,,,
2024,1/2/2024,14:00,Full,First 30,JB,No fish,,,,,,
2024,1/2/2024,14:30,Full,Second 30,JB,No fish,,,,,,
2024,1/2/2024,15:00,Full,First 30,JB,No fish,,,,,,
2024,1/2/2024,15:30,Full,Second 30,JB,No fish,,,,,,
2024,1/2/2024,16:00,Full,First 30,JB,No fish,,,,,,
2024,1/2/2024,16:30,Full,Second 30,JB,No fish,,,,,,
2024,1/2/2024,17:00,Full,First 30,JB,No fish,,,,,,
2024,1/2/2024,17:30,Full,Second 30,JB,No fish,,,,,,
2024,1/2/2024,18:00,Full,First 30,JB,No fish,,,,,,
2024,1/2/2024,18:30,Full,Second 30,JB,No fish,,,,,,
2024,1/2/2024,19:00,Full,First 30,JB,No fish,,,,,,
2024,1/2/2024,19:30,Full,Second 30,JB,No fish,,,,,,
2024,1/2/2024,20:00,Full,First 30,JB,No fish,,,,,,
2024,1/2/2024,20:30,Full,Second 30,JB,No fish,,,,,,
2024,1/2/2024,21:00,Full,First 30,JB,21:04:03,1192,upstream,,71.8,1,
2024,1/2/2024,21:30,Full,Second 30,JB,No fish,,,,,,
2024,1/2/2024,22:00,Full,First 30,JB,22:08:54,2628,upstream,,81.9,1,
2024,1/2/2024,22:30,Full,Second 30,JB,No fish,,,,,,
2024,1/2/2024,23:00,Full,First 30,JB,No fish,,,,,,
2024,1/2/2024,23:30,Full,Second 30,JB,No fish,,,,,,
2024,1/3/2024,0:00,Full,First 30,JB,0:06:01,1769,upstream,,54.2,1,
2024,1/3/2024,0:00,Full,First 30,JB,No fish,,,,,,
2024,1/3/2024,0:30,Full,Second 30,JB,No fish,,,,,,
2024,1/3/2024,0:30,Full,Second 30,JB,No fish,,,,,,
2024,1/3/2024,1:00,Full,First 30,JB,No fish,,,,,,
2024,1/3/2024,1:00,Full,First 30,JB,No fish,,,,,,
2024,1/3/2024,1:30,Full,Second 30,JB,No fish,,,,,,
2024,1/3/2024,1:30,Full,Second 30,JB,No fish,,,,,,
2024,1/3/2024,2:00,Full,First 30,JB,No fish,,,,,,
2024,1/3/2024,2:00,Full,First 30,JB,No fish,,,,,,
2024,1/3/2024,2:30,Full,Second 30,JB,No fish,,,,,,
2024,1/3/2024,2:30,Full,Second 30,JB,No fish,,,,,,
2024,1/3/2024,3:00,Full,First 30,JB,3:03:19,978,upstream,,53.3,1,
2024,1/3/2024,3:00,Full,First 30,JB,3:19:39,5781,upstream,,63.2,1,
2024,1/3/2024,3:30,Full,Second 30,JB,No fish,,,,,,
2024,1/3/2024,4:00,Full,First 30,JB,No fish,,,,,,
2024,1/3/2024,4:30,Full,Second 30,JB,4:51:50,6448,upstream,,73.4,1,
2024,1/3/2024,5:00,Full,First 30,JB,No fish,,,,,,
2024,1/3/2024,5:30,Full,Second 30,JB,No fish,,,,,,
2024,1/3/2024,6:00,Full,First 30,JB,No fish,,,,,,
2024,1/3/2024,6:30,Full,Second 30,JB,No fish,,,,,,
2024,1/3/2024,7:00,Full,First 30,JB,No fish,,,,,,
2024,1/3/2024,7:30,Full,Second 30,JB,No fish,,,,,,
2024,1/3/2024,8:00,Full,First 30,JB,No fish,,,,,,
2024,1/3/2024,8:30,Full,Second 30,JB,No fish,,,,,,
2024,1/3/2024,9:00,Full,First 30,JB,No fish,,,,,,
2024,1/3/2024,9:30,Full,Second 30,JB,No fish,,,,,,
2024,1/3/2024,10:00,Full,First 30,JB,No fish,,,,,,
2024,1/3/2024,10:30,Full,Second 30,JB,No fish,,,,,,
2024,1/3/2024,11:00,Full,First 30,JB,No fish,,,,,,
2024,1/3/2024,11:30,Full,Second 30,JB,No fish,,,,,,
2024,1/3/2024,12:00,Full,First 30,JB,No fish,,,,,,
2024,1/3/2024,12:30,Full,Second 30,JB,No fish,,,,,,
2024,1/3/2024,13:00,Full,First 30,JB,No fish,,,,,,
2024,1/3/2024,13:30,Full,Second 30,JB,No fish,,,,,,
2024,1/3/2024,14:00,Full,First 30,JB,No fish,,,,,,
2024,1/3/2024,14:30,Full,Second 30,JB,No fish,,,,,,
2024,1/3/2024,15:00,Full,First 30,JB,No fish,,,,,,
2024,1/3/2024,15:30,Full,Second 30,JB,No fish,,,,,,
2024,1/3/2024,16:00,Full,First 30,JB,No fish,,,,,,
2024,1/3/2024,16:30,Full,Second 30,JB,No fish,,,,,,
2024,1/3/2024,17:00,Full,First 30,JB,17:02:19,685,downstream,,65.7,2,
2024,1/3/2024,17:00,Full,First 30,JB,17:07:08,2113,upstream,,61.5,1,
2024,1/3/2024,17:00,Full,First 30,JB,17:22:43,6729,upstream,,43.7,1,
2024,1/3/2024,17:30,Full,Second 30,JB,No fish,,,,,,
2024,1/3/2024,18:00,Full,First 30,JB,No fish,,,,,,
2024,1/3/2024,18:30,Full,Second 30,JB,No fish,,,,,,
2024,1/3/2024,19:00,Full,First 30,JB,No fish,,,,,,
2024,1/3/2024,19:30,Full,Second 30,JB,No fish,,,,,,
2024,1/3/2024,20:00,Full,First 30,JB,No fish,,,,,,
2024,1/3/2024,20:30,Full,Second 30,JB,No fish,,,,,,
2024,1/3/2024,21:00,Full,First 30,JB,No fish,,,,,,
2024,1/3/2024,21:30,Full,Second 30,JB,No fish,,,,,,
2024,1/3/2024,22:00,Full,First 30,JB,22:00:34,162,downstream,,66.9,2,"Object rigid for most of its movement through imagery, but casts significant acoustic shadow.  Needs review. "
2024,1/3/2024,22:30,Full,Second 30,JB,No fish,,,,,,
2024,1/3/2024,23:00,Full,First 30,JB,No fish,,,,,,
2024,1/3/2024,23:30,Full,Second 30,JB,No fish,,,,,,
2024,1/4/2024,0:00,Full,First 30,JB,0:06:01,1769,upstream,,54.2,1,
2024,1/4/2024,0:30,Full,Second 30,JB,No fish,,,,,,
2024,1/4/2024,1:00,Full,First 30,JB,No fish,,,,,,
2024,1/4/2024,1:30,Full,Second 30,JB,No fish,,,,,,
2024,1/4/2024,2:00,Full,First 30,JB,No fish,,,,,,
2024,1/4/2024,2:30,Full,Second 30,JB,No fish,,,,,,
2024,1/4/2024,3:00,Full,No review,JB,,,,,,,
2024,1/4/2024,3:30,Full,No review,JB,,,,,,,
2024,1/4/2024,4:00,Full,No review,JB,,,,,,,
2024,1/4/2024,4:30,Full,No review,JB,,,,,,,
2024,1/4/2024,5:00,Full,No review,JB,,,,,,,
2024,1/4/2024,5:30,Full,No review,JB,,,,,,,
2024,1/4/2024,6:00,Full,No review,JB,,,,,,,
2024,1/4/2024,6:30,Full,No review,JB,,,,,,,
2024,1/4/2024,7:00,Full,No review,JB,,,,,,,
2024,1/4/2024,7:30,Full,No review,JB,,,,,,,
2024,1/4/2024,8:00,Full,No review,JB,,,,,,,
2024,1/4/2024,8:30,Full,No review,JB,,,,,,,
2024,1/4/2024,9:00,Full,No review,JB,,,,,,,
2024,1/4/2024,9:30,Full,No review,JB,,,,,,,
2024,1/4/2024,10:00,Full,No review,JB,,,,,,,
2024,1/4/2024,10:30,Full,No review,JB,,,,,,,
2024,1/4/2024,11:00,Full,No review,JB,,,,,,,
2024,1/4/2024,11:30,Full,No review,JB,,,,,,,
2024,1/4/2024,12:00,Full,No review,JB,,,,,,,
2024,1/4/2024,12:30,Full,No review,JB,,,,,,,
2024,1/4/2024,13:00,Full,No review,JB,,,,,,,
2024,1/4/2024,13:30,Full,No review,JB,,,,,,,
2024,1/4/2024,14:00,Full,No review,JB,,,,,,,
2024,1/4/2024,14:30,Full,No review,JB,,,,,,,
2024,1/4/2024,15:00,Full,No review,JB,,,,,,,
2024,1/4/2024,15:30,Full,No review,JB,,,,,,,
2024,1/4/2024,16:00,Full,No review,JB,,,,,,,
2024,1/4/2024,16:30,Full,No review,JB,,,,,,,
2024,1/4/2024,17:00,Full,No review,JB,,,,,,,
2024,1/4/2024,17:30,Full,No review,JB,,,,,,,
2024,1/4/2024,18:00,Full,No review,JB,,,,,,,
2024,1/4/2024,18:30,Full,No review,JB,,,,,,,
2024,1/4/2024,19:00,Full,No review,JB,,,,,,,
2024,1/4/2024,19:30,Full,No review,JB,,,,,,,
2024,1/4/2024,20:00,Full,No review,JB,,,,,,,
2024,1/4/2024,20:30,Full,No review,JB,,,,,,,
2024,1/4/2024,21:00,Full,No review,JB,,,,,,,
2024,1/4/2024,21:30,Full,No review,JB,,,,,,,
2024,1/4/2024,22:00,Full,No review,JB,,,,,,,
2024,1/4/2024,22:30,Full,No review,JB,,,,,,,
2024,1/4/2024,23:00,Full,No review,JB,,,,,,,
2024,1/4/2024,23:30,Full,No review,JB,,,,,,,
2024,1/5/2024,3:00,Full,First 30,JB,No fish,,,,,,
2024,1/5/2024,3:30,Full,Second 30,JB,No fish,,,,,,
2024,1/5/2024,4:00,Full,First 30,JB,No fish,,,,,,
2024,1/5/2024,4:30,Full,Second 30,JB,No fish,,,,,,
2024,1/5/2024,5:00,Full,First 30,JB,No fish,,,,,,
2024,1/5/2024,5:30,Full,Second 30,JB,No fish,,,,,,
2024,1/5/2024,6:00,Full,First 30,JB,No fish,,,,,,
2024,1/5/2024,6:30,Full,Second 30,JB,No fish,,,,,,
2024,1/5/2024,7:00,Full,First 30,JB,No fish,,,,,,
2024,1/5/2024,7:30,Full,Second 30,JB,No fish,,,,,,
2024,1/5/2024,8:00,Full,First 30,JB,No fish,,,,,,
2024,1/5/2024,8:30,Full,Second 30,JB,No fish,,,,,,
2024,1/5/2024,9:00,Full,First 30,JB,No fish,,,,,,
2024,1/5/2024,9:30,Full,Second 30,JB,No fish,,,,,,
2024,1/5/2024,10:00,Full,First 30,JB,No fish,,,,,,
2024,1/5/2024,10:30,Full,Second 30,JB,No fish,,,,,,
2024,1/5/2024,11:00,Full,First 30,JB,No fish,,,,,,
2024,1/5/2024,11:30,Full,Second 30,JB,No fish,,,,,,
2024,1/5/2024,12:00,Full,First 30,JB,12:02:08,618,downstream,,53.6,2,Likely an animal. BC- unsure. Keep at 2. 
2024,1/5/2024,12:30,Full,Second 30,JB,No fish,,,,,,
2024,1/5/2024,13:00,Full,First 30,JB,No fish,,,,,,
2024,1/5/2024,13:30,Full,Second 30,JB,No fish,,,,,,
2024,1/5/2024,14:00,Full,First 30,JB,No fish,,,,,,
2024,1/5/2024,14:30,Full,Second 30,JB,No fish,,,,,,
2024,1/5/2024,15:00,Full,First 30,JB,No fish,,,,,,
2024,1/5/2024,15:30,Full,Second 30,JB,No fish,,,,,,
2024,1/5/2024,16:00,Full,First 30,JB,No fish,,,,,,
2024,1/5/2024,16:30,Full,Second 30,JB,No fish,,,,,,
2024,1/5/2024,17:00,Full,First 30,JB,No fish,,,,,,
2024,1/5/2024,17:30,Full,Second 30,JB,No fish,,,,,,
2024,1/5/2024,18:00,Full,First 30,JB,No fish,,,,,,
2024,1/5/2024,18:30,Full,Second 30,JB,No fish,,,,,,
2024,1/5/2024,19:00,Full,First 30,JB,No fish,,,,,,
2024,1/5/2024,19:30,Full,Second 30,JB,No fish,,,,,,
2024,1/5/2024,20:00,Full,First 30,JB,No fish,,,,,,
2024,1/5/2024,20:30,Full,Second 30,JB,No fish,,,,,,
2024,1/5/2024,21:00,Full,First 30,JB,No fish,,,,,,
2024,1/5/2024,21:30,Full,Second 30,JB,No fish,,,,,,
2024,1/5/2024,22:00,Full,First 30,JB,No fish,,,,,,
2024,1/5/2024,22:30,Full,Second 30,JB,No fish,,,,,,
2024,1/5/2024,23:00,Full,First 30,JB,No fish,,,,,,
2024,1/5/2024,23:30,Full,Second 30,JB,23:32:12,636,upstream,,77.4,1,
2024,1/5/2024,23:30,Full,Second 30,JB,23:48:02,5324,upstream,,78.4,1,
2024,1/6/2024,0:00,Full,First 30,JB,No fish,,,,,,
2024,1/6/2024,0:30,Full,Second 30,JB,No fish,,,,,,
2024,1/6/2024,1:00,Full,First 30,JB,No fish,,,,,,
2024,1/6/2024,1:30,Full,Second 30,JB,No fish,,,,,,
2024,1/6/2024,2:00,Full,First 30,JB,No fish,,,,,,
2024,1/6/2024,2:30,Full,Second 30,JB,No fish,,,,,,
2024,1/6/2024,3:00,Full,First 30,JB,No fish,,,,,,
2024,1/6/2024,3:30,Full,Second 30,JB,No fish,,,,,,
2024,1/6/2024,4:00,Full,First 30,JB,No fish,,,,,,
2024,1/6/2024,4:30,Full,Second 30,JB,No fish,,,,,,
2024,1/6/2024,5:00,Full,First 30,JB,No fish,,,,,,
2024,1/6/2024,5:30,Full,Second 30,JB,No fish,,,,,,
2024,1/6/2024,6:00,Full,First 30,JB,No fish,,,,,,
2024,1/6/2024,6:30,Full,Second 30,JB,No fish,,,,,,
2024,1/6/2024,7:00,Full,First 30,JB,No fish,,,,,,
2024,1/6/2024,7:30,Full,Second 30,JB,No fish,,,,,,
2024,1/6/2024,8:00,Full,First 30,JB,No fish,,,,,,
2024,1/6/2024,8:30,Full,Second 30,JB,No fish,,,,,,
2024,1/6/2024,9:00,Full,First 30,JB,No fish,,,,,,
2024,1/6/2024,9:30,Full,Second 30,JB,No fish,,,,,,
2024,1/6/2024,10:00,Full,First 30,JB,No fish,,,,,,
2024,1/6/2024,10:30,Full,Second 30,JB,No fish,,,,,,
2024,1/6/2024,11:00,Full,First 30,JB,No fish,,,,,,
2024,1/6/2024,11:30,Full,Second 30,JB,No fish,,,,,,
2024,1/6/2024,12:00,Full,First 30,JB,12:19:42,5824,upstream,,54.5,1,
2024,1/6/2024,12:30,Full,Second 30,JB,12:32:53,855,upstream,,47.0,1,
2024,1/6/2024,13:00,Full,First 30,JB,No fish,,,,,,
2024,1/6/2024,13:30,Full,Second 30,JB,No fish,,,,,,
2024,1/6/2024,14:00,Full,First 30,JB,No fish,,,,,,
2024,1/6/2024,14:30,Full,Second 30,JB,14:31:54,552,upstream,,62.6,1,
2024,1/6/2024,15:00,Full,First 30,JB,No fish,,,,,,
2024,1/6/2024,15:30,Full,Second 30,JB,No fish,,,,,,
2024,1/6/2024,16:00,Full,First 30,JB,No fish,,,,,,
2024,1/6/2024,16:30,Full,Second 30,JB,No fish,,,,,,
