Year,Date ,Hour,DataRecorded,DataReviewed,Observer,Time,Frame,Direction,Range,Length,Confidence,Comments
2024,2/15/2024,22:00,Full,First 30,JE,No fish,,,,,,
2024,2/15/2024,22:30,Full,Second 30,JE,No fish,,,,,,
2024,2/15/2024,23:00,Full,First 30,JE,No fish,,,,,,
2024,2/15/2024,23:30,Full,Second 30,JE,No fish,,,,,,
2024,2/15/2024,0:00,Full,First 30,BP,No fish,,,,,,
2024,2/15/2024,1:00,Full,First 30,BP,No fish,,,,,,
2024,2/15/2024,2:00,Full,First 30,BP,No fish,,,,,,
2024,2/15/2024,3:00,Full,First 30,BP,3:15:56,4800,downstream,10.28,48.60,1,
2024,2/15/2024,4:00,Full,First 30,BP,No fish,,,,,,
2024,2/15/2024,5:00,Full,First 30,BP,5:00:23,108,upstream,6.51,51.00,1,
2024,2/15/2024,6:00,Full,First 30,BP,No fish,,,,,,
2024,2/15/2024,7:00,Full,First 30,BP,No fish,,,,,,
2024,2/15/2024,8:00,Full,First 30,BP,No fish,,,,,,
2024,2/15/2024,9:00,Full,First 30,BP,No fish,,,,,,
2024,2/15/2024,10:00,Full,First 30,BP,No fish,,,,,,
2024,2/15/2024,11:00,Full,First 30,BP,No fish,,,,,,
2024,2/15/2024,12:00,Full,First 30,BP,No fish,,,,,,
2024,2/15/2024,13:00,Full,First 30,BP,No fish,,,,,,
2024,2/15/2024,14:00,Full,First 30,BP,14:16:20,4916,upstream,16.81,54.70,1,
2024,2/15/2024,15:00,Full,First 30,BP,No fish,,,,,,
2024,2/15/2024,16:00,Full,First 30,BP,No fish,,,,,,
2024,2/15/2024,17:00,Full,First 30,BP,No fish,,,,,,
2024,2/15/2024,18:00,Full,First 30,BP,No fish,,,,,,
2024,2/15/2024,19:00,Full,First 30,BP,19:12:41,3796,upstream,14.41,79.30,1,
2024,2/15/2024,19:00,Full,First 30,BP,19:27:04,8089,upstream,13.97,80.30,1,
2024,2/15/2024,20:00,Full,First 30,BP,No fish,,,,,,
2024,2/15/2024,21:00,Full,First 30,BP,21:13:49,4127,upstream,14.19,94.10,1,
2024,2/15/2024,22:00,Full,First 30,BP,22:14:01,4189,upstream,20.36,61.40,1,
2024,2/15/2024,23:00,Full,First 30,BP,No fish,,,,,,
2024,2/26/2024,0:00,Full,First 30,AS,No fish,,,,,,
2024,2/26/2024,0:30,Full,Second 30,AS,No fish,,,,,,
2024,2/26/2024,1:00,Full,First 30,AS,1:16:48,4871,upstream,8.12,59,1,
2024,2/26/2024,1:30,Full,Second 30,AS,No fish,,,,,,
2024,2/26/2024,2:00,Full,First 30,AS,2:27:28,7979,upstream,16.62,65.6,1,
2024,2/26/2024,2:00,Full,First 30,AS,2:27:29,7987,upstream,16.89,66.6,1,
2024,2/26/2024,2:30,Full,Second 30,AS,No fish,,,,,,
2024,2/26/2024,3:00,Full,First 30,AS,No fish,,,,,,
2024,2/26/2024,3:30,Full,Second 30,AS,No fish,,,,,,
2024,2/26/2024,4:00,Full,First 30,AS,No fish,,,,,,
2024,2/26/2024,4:30,Full,Second 30,AS,No fish,,,,,,
2024,2/26/2024,5:00,Full,First 30,AS,No fish,,,,,,
2024,2/26/2024,5:30,Full,Second 30,AS,No fish,,,,,,
2024,2/26/2024,6:00,Full,First 30,AS,6:25:28,7387,downstream,14.29,73.8,1,
2024,2/26/2024,6:30,Full,Second 30,AS,6:41:36,3368,downstream,6.47,85.4,2,Not certain this is a fish
2024,2/26/2024,7:00,Full,First 30,AS,No fish,,,,,,
2024,2/26/2024,7:30,Full,Second 30,AS,No fish,,,,,,
2024,2/26/2024,8:00,Full,First 30,AS,No fish,,,,,,
2024,2/26/2024,8:30,Full,Second 30,AS,No fish,,,,,,
2024,2/26/2024,9:00,Full,First 30,AS,No fish,,,,,,
2024,2/26/2024,9:30,Full,Second 30,AS,No fish,,,,,,
2024,2/26/2024,10:00,Full,First 30,AS,No fish,,,,,,
2024,2/26/2024,10:30,Full,Second 30,AS,No fish,,,,,,
2024,2/26/2024,11:00,Full,First 30,AS,No fish,,,,,,
2024,2/26/2024,11:30,Full,Second 30,AS,No fish,,,,,,
2024,2/26/2024,12:00,Full,First 30,AS,No fish,,,,,,
2024,2/26/2024,12:30,Full,Second 30,AS,No fish,,,,,,
2024,2/26/2024,13:00,Full,First 30,AS,No fish,,,,,,
2024,2/26/2024,13:30,Full,Second 30,AS,No fish,,,,,,
2024,2/26/2024,14:00,Full,First 30,AS,No fish,,,,,,
2024,2/26/2024,14:30,Full,Second 30,AS,No fish,,,,,,
2024,2/26/2024,15:00,Full,First 30,AS,No fish,,,,,,
2024,2/26/2024,15:30,Full,Second 30,AS,No fish,,,,,,
2024,2/26/2024,16:00,Full,First 30,AS,No fish,,,,,,
2024,2/26/2024,16:30,Full,Second 30,AS,No fish,,,,,,
2024,2/26/2024,17:00,Full,First 30,AS,No fish,,,,,,
2024,2/26/2024,17:30,Full,Second 30,AS,No fish,,,,,,
2024,2/26/2024,18:00,Full,First 30,AS,No fish,,,,,,
2024,2/26/2024,18:30,Full,Second 30,AS,18:30:22,102,upstream,15.34,64.6,1,
2024,2/26/2024,18:30,Full,Second 30,AS,18:34:15,1218,upstream,15.09,50.8,1,
2024,2/26/2024,19:00,Full,First 30,AS,19:24:00,6942,upstream,7.34,80.7,1,
2024,2/26/2024,19:30,Full,Second 30,AS,19:48:36,5363,upstream,8.28,82.8,1,
2024,2/26/2024,19:30,Full,Second 30,AS,19:49:03,5498,upstream,11.33,76.9,1,
2024,2/26/2024,19:30,Full,Second 30,AS,19:59:09,8408,upstream,13.88,72.1,1,
2024,2/26/2024,20:00,Full,First 30,AS,20:28:36,8207,upstream,9.74,76.6,1,
2024,2/26/2024,20:30,Full,Second 30,AS,20:47:07,4936,downstream,14.4,63.5,1,
2024,2/26/2024,20:30,Full,Second 30,AS,20:53:26,6743,upstream,7.38,79.1,1,
2024,2/26/2024,21:00,Full,First 30,AS,21:29:45,8539,downstream,7.35,79.7,1,
2024,2/26/2024,21:30,Full,Second 30,AS,21:49:20,5499,upstream,13.01,74.7,1,
2024,2/26/2024,21:30,Full,Second 30,AS,21:55:01,7126,downstream,10.63,73.1,1,
2024,2/26/2024,22:00,Full,First 30,AS,22:02:24,695,downstream,5.18,48.5,2,Not certain this is a fish
2024,2/26/2024,22:30,Full,Second 30,AS,No fish,,,,,,
2024,2/26/2024,23:00,Full,First 30,AS,No fish,,,,,,
2024,2/26/2024,23:30,Full,Second 30,AS,No fish,,,,,,
2024,2/26/2024,0:00,Full,First 30,JE,No fish,,,,,,
2024,2/26/2024,0:30,Full,Second 30,JE,No fish,,,,,,
2024,2/26/2024,1:00,Full,First 30,JE,1:16:53,4890,upstream,11.45,63.1,1,
2024,2/26/2024,1:00,Full,First 30,JE,1:16:51,4884,downstream,8.29,66.1,1,"This fish travelling DS appears to spook fish above travelling US, forcing it to move about 4 meters further away from sonar very quickly "
2024,2/26/2024,1:30,Full,Second 30,JE,No fish,,,,,,
2024,2/26/2024,2:00,Full,First 30,JE,2:27:28,7982,upstream,16.47,60.6,1,
2024,2/26/2024,2:00,Full,First 30,JE,2:27:34,8014,upstream,16,61.6,1,
2024,2/26/2024,2:30,Full,Second 30,JE,No fish,,,,,,
2024,2/26/2024,3:00,Full,First 30,JE,No fish,,,,,,
2024,2/26/2024,3:30,Full,Second 30,JE,No fish,,,,,,
2024,2/26/2024,4:00,Full,First 30,JE,No fish,,,,,,
2024,2/26/2024,4:30,Full,Second 30,JE,No fish,,,,,,
2024,2/26/2024,5:00,Full,First 30,JE,No fish,,,,,,
2024,2/26/2024,5:30,Full,Second 30,JE,No fish,,,,,,
2024,2/26/2024,6:00,Full,First 30,JE,6:25:26,7376,downstream,14.32,62.9,1,
2024,2/26/2024,6:30,Full,Second 30,JE,No fish,,,,,,
2024,2/26/2024,7:00,Full,First 30,JE,No fish,,,,,,
2024,2/26/2024,7:30,Full,Second 30,JE,No fish,,,,,,
2024,2/26/2024,8:00,Full,First 30,JE,No fish,,,,,,
2024,2/26/2024,8:30,Full,Second 30,JE,No fish,,,,,,
2024,2/26/2024,9:00,Full,First 30,JE,No fish,,,,,,
2024,2/26/2024,9:30,Full,Second 30,JE,No fish,,,,,,
2024,2/26/2024,10:00,Full,First 30,JE,No fish,,,,,,
2024,2/26/2024,10:30,Full,Second 30,JE,No fish,,,,,,
2024,2/26/2024,11:00,Full,First 30,JE,No fish,,,,,,
2024,2/26/2024,11:30,Full,Second 30,JE,No fish,,,,,,
2024,2/26/2024,12:00,Full,First 30,JE,No fish,,,,,,
2024,2/26/2024,12:30,Full,Second 30,JE,No fish,,,,,,
2024,2/26/2024,13:00,Full,First 30,JE,No fish,,,,,,
2024,2/26/2024,13:30,Full,Second 30,JE,No fish,,,,,,
2024,2/26/2024,14:00,Full,First 30,JE,No fish,,,,,,
2024,2/26/2024,14:30,Full,Second 30,JE,No fish,,,,,,
2024,2/26/2024,15:00,Full,First 30,JE,No fish,,,,,,
2024,2/26/2024,15:30,Full,Second 30,JE,No fish,,,,,,
2024,2/26/2024,16:00,Full,First 30,JE,No fish,,,,,,
2024,2/26/2024,16:30,Full,Second 30,JE,No fish,,,,,,
2024,2/26/2024,17:00,Full,First 30,JE,No fish,,,,,,
2024,2/26/2024,17:30,Full,Second 30,JE,No fish,,,,,,
2024,2/26/2024,18:00,Full,First 30,JE,No fish,,,,,,
2024,2/26/2024,18:30,Full,Second 30,JE,18:30:13,60,upstream,15.03,52.6,1,
2024,2/26/2024,18:30,Full,Second 30,JE,18:34:17,1231,upstream,15.14,48.3,1,
2024,2/26/2024,19:00,Full,First 30,JE,19:24:00,6939,upstream,7.34,68.8,1,
2024,2/26/2024,19:30,Full,Second 30,JE,19:48:33,5348,upstream,8.03,66.2,1,
2024,2/26/2024,19:30,Full,Second 30,JE,19:48:52,5443,upstream,8.69,68.8,1,
2024,2/26/2024,19:30,Full,Second 30,JE,19:59:09,8408,upstream,13.96,64.2,1,
2024,2/26/2024,20:00,Full,First 30,JE,20:28:32,8186,upstream,9.05,61.8,1,
2024,2/26/2024,20:30,Full,Second 30,JE,20:52:27,6744,upstream,7.51,61.3,1,
2024,2/26/2024,21:00,Full,First 30,JE,21:29:44,8385,downstream,7.47,57.6,1,
2024,2/26/2024,21:30,Full,Second 30,JE,21:49:23,5514,upstream,13.74,61,1,
2024,2/26/2024,21:30,Full,Second 30,JE,21:55:00,7121,downstream,10.55,63.2,1,
2024,2/26/2024,22:00,Full,First 30,JE,No fish,,,,,,
2024,2/26/2024,22:30,Full,Second 30,JE,No fish,,,,,,
2024,2/26/2024,23:00,Full,First 30,JE,No fish,,,,,,
2024,2/26/2024,23:30,Full,Second 30,JE,No fish,,,,,,
2024,2/26/2024,0:00,Full,First 30,BP,No fish,,,,,,
2024,2/26/2024,1:00,Full,First 30,BP,1:16:51,4884,upstream,8.31,62.50,1,
2024,2/26/2024,1:00,Full,First 30,BP,1:16:52,4887,downstream,11.79,68.70,1,
2024,2/26/2024,1:00,Full,First 30,BP,1:23:31,6828,upstream,14.13,70.60,1,
2024,2/26/2024,2:00,Full,First 30,BP,2:19:12,5587,upstream,7.92,45.60,2,track is very distorted; not certain of fish or accurate length
2024,2/26/2024,2:00,Full,First 30,BP,2:27:34,8014,upstream,16.01,54.00,1,
2024,2/26/2024,3:00,Full,First 30,BP,No fish,,,,,,
2024,2/26/2024,4:00,Full,First 30,BP,No fish,,,,,,
2024,2/26/2024,5:00,Full,First 30,BP,No fish,,,,,,
2024,2/26/2024,6:00,Full,First 30,BP,6:25:14,7318,upstream,,,,
2024,2/26/2024,7:00,Full,First 30,BP,No fish,,,,,,
2024,2/26/2024,8:00,Full,First 30,BP,No fish,,,,,,
2024,2/26/2024,9:00,Full,First 30,BP,No fish,,,,,,
2024,2/26/2024,10:00,Full,First 30,BP,No fish,,,,,,10:42:52 the rest of the imagery turned into complete static
2024,2/26/2024,11:00,Full,First 30,BP,No fish,,,,,,
2024,2/26/2024,12:00,Full,First 30,BP,No fish,,,,,,
2024,2/26/2024,13:00,Full,First 30,BP,No fish,,,,,,
2024,2/26/2024,14:00,Full,First 30,BP,No fish,,,,,,
2024,2/26/2024,15:00,Full,First 30,BP,No fish,,,,,,
2024,2/26/2024,16:00,Full,First 30,BP,No fish,,,,,,
2024,2/26/2024,17:00,Full,First 30,BP,No fish,,,,,,
2024,2/26/2024,18:00,Full,First 30,BP,No fish,,,,,,
2024,2/26/2024,19:00,Full,First 30,BP,19:24:00,6942,upstream,7.45,70.60,1,
2024,2/26/2024,20:00,Full,First 30,BP,20:28:35,8201,upstream,9.67,66.70,1,
2024,2/26/2024,21:00,Full,First 30,BP,21:06:14,1802,downstream,9.65,53.30,1,
2024,2/26/2024,21:00,Full,First 30,BP,21:29:44,8537,downstream,7.39,72.20,2,
2024,2/26/2024,22:00,Full,First 30,BP,No fish,,,,,,
2024,2/26/2024,23:00,Full,First 30,BP,No fish,,,,,,
2024,3/6/2024,0:00,Full,First 30,AS,No fish,,,,,,
2024,3/6/2024,0:30,Full,Second 30,AS,No fish,,,,,,
2024,3/6/2024,1:00,Full,First 30,AS,No fish,,,,,,
2024,3/6/2024,1:30,Full,Second 30,AS,No fish,,,,,,
2024,3/6/2024,2:00,Full,First 30,AS,No fish,,,,,,
2024,3/6/2024,2:30,Full,Second 30,AS,2:32:43,806,upstream,9.25,68.4,1,
2024,3/6/2024,3:00,Full,First 30,AS,No fish,,,,,,
2024,3/6/2024,3:30,Full,Second 30,AS,No fish,,,,,,
2024,3/6/2024,4:00,Full,First 30,AS,No fish,,,,,,
2024,3/6/2024,4:30,Full,Second 30,AS,No fish,,,,,,
2024,3/6/2024,5:00,Full,First 30,AS,No fish,,,,,,
2024,3/6/2024,5:30,Full,Second 30,AS,No fish,,,,,,
2024,3/6/2024,6:00,Full,First 30,AS,No fish,,,,,,
2024,3/6/2024,6:30,Full,Second 30,AS,No fish,,,,,,
2024,3/6/2024,7:00,Full,First 30,AS,No fish,,,,,,
2024,3/6/2024,7:30,Full,Second 30,AS,No fish,,,,,,
2024,3/6/2024,8:00,Full,First 30,AS,No fish,,,,,,
2024,3/6/2024,8:30,Full,Second 30,AS,No fish,,,,,,
2024,3/6/2024,9:00,Full,First 30,AS,9:17:37,5252,upstream,11.35,64.5,1,
2024,3/6/2024,9:00,Full,First 30,AS,9:17:36,5249,upstream,10.98,68.9,1,
2024,3/6/2024,9:30,Full,Second 30,AS,No fish,,,,,,
2024,3/6/2024,10:00,Full,First 30,AS,No fish,,,,,,
2024,3/6/2024,10:30,Full,Second 30,AS,No fish,,,,,,
2024,3/6/2024,11:00,Full,First 30,AS,No fish,,,,,,
2024,3/6/2024,11:30,Full,Second 30,AS,No fish,,,,,,
2024,3/6/2024,12:00,Full,First 30,AS,No fish,,,,,,
2024,3/6/2024,12:30,Full,Second 30,AS,No fish,,,,,,
2024,3/6/2024,13:00,Full,First 30,AS,No fish,,,,,,
2024,3/6/2024,13:30,Full,Second 30,AS,No fish,,,,,,
2024,3/6/2024,14:00,Full,First 30,AS,No fish,,,,,,
2024,3/6/2024,14:30,Full,Second 30,AS,No fish,,,,,,
2024,3/6/2024,15:00,Full,First 30,AS,No fish,,,,,,
2024,3/6/2024,15:30,Full,Second 30,AS,No fish,,,,,,
2024,3/6/2024,16:00,Full,First 30,AS,No fish,,,,,,
2024,3/6/2024,16:30,Full,Second 30,AS,16:58:23,8440,downstream,8.76,75.9,1,
2024,3/6/2024,17:00,Full,First 30,AS,No fish,,,,,,
2024,3/6/2024,17:30,Full,Second 30,AS,No fish,,,,,,
2024,3/6/2024,18:00,Full,First 30,AS,No fish,,,,,,
2024,3/6/2024,18:30,Full,Second 30,AS,No fish,,,,,,
2024,3/6/2024,19:00,Full,First 30,AS,No fish,,,,,,
2024,3/6/2024,19:30,Full,Second 30,AS,19:56:28,7859,upstream,7.46,76,1,
2024,3/6/2024,20:00,Full,First 30,AS,No fish,,,,,,
2024,3/6/2024,20:30,Full,Second 30,AS,20:42:44,3772,downstream,8.92,66,1,
2024,3/6/2024,21:00,Full,First 30,AS,No fish,,,,,,
2024,3/6/2024,21:30,Full,Second 30,AS,No fish,,,,,,
2024,3/6/2024,22:00,Full,First 30,AS,No fish,,,,,,
2024,3/6/2024,22:30,Full,Second 30,AS,22:33:50,1142,upstream,13.47,66.4,1,
2024,3/6/2024,23:00,Full,First 30,AS,No fish,,,,,,
2024,3/6/2024,23:30,Full,Second 30,AS,No fish,,,,,,
2024,3/6/2024,0:00,Full,First 30,JE,No fish,,,,,,
2024,3/6/2024,0:30,Full,Second 30,JE,No fish,,,,,,
2024,3/6/2024,1:00,Full,First 30,JE,No fish,,,,,,
2024,3/6/2024,1:30,Full,Second 30,JE,No fish,,,,,,
2024,3/6/2024,2:00,Full,First 30,JE,No fish,,,,,,
2024,3/6/2024,2:30,Full,Second 30,JE,2:32:50,841,upstream,11.73,59.8,1,
2024,3/6/2024,3:00,Full,First 30,JE,No fish,,,,,,
2024,3/6/2024,3:30,Full,Second 30,JE,No fish,,,,,,
2024,3/6/2024,4:00,Full,First 30,JE,No fish,,,,,,
2024,3/6/2024,4:30,Full,Second 30,JE,No fish,,,,,,
2024,3/6/2024,5:00,Full,First 30,JE,No fish,,,,,,
2024,3/6/2024,5:30,Full,Second 30,JE,No fish,,,,,,
2024,3/6/2024,6:00,Full,First 30,JE,6:06:26,1906,upstream,15.37,46.5,1,Fish just barely >45cm
2024,3/6/2024,6:30,Full,Second 30,JE,No fish,,,,,,
2024,3/6/2024,7:00,Full,First 30,JE,No fish,,,,,,
2024,3/6/2024,7:30,Full,Second 30,JE,No fish,,,,,,
2024,3/6/2024,8:00,Full,First 30,JE,No fish,,,,,,
2024,3/6/2024,8:30,Full,Second 30,JE,No fish,,,,,,
2024,3/6/2024,9:00,Full,First 30,JE,9:17:36,5249,upstream,11.19,55.5,1,
2024,3/6/2024,9:00,Full,First 30,JE,9:17:36,5250,upstream,11.07,54.5,1,Two fish travelling together upstream
2024,3/6/2024,9:30,Full,Second 30,JE,No fish,,,,,,
2024,3/6/2024,10:00,Full,First 30,JE,No fish,,,,,,
2024,3/6/2024,10:30,Full,Second 30,JE,No fish,,,,,,
2024,3/6/2024,11:00,Full,First 30,JE,No fish,,,,,,
2024,3/6/2024,11:30,Full,Second 30,JE,No fish,,,,,,
2024,3/6/2024,12:00,Full,First 30,JE,No fish,,,,,,
2024,3/6/2024,12:30,Full,Second 30,JE,No fish,,,,,,
2024,3/6/2024,13:00,Full,First 30,JE,No fish,,,,,,
2024,3/6/2024,13:30,Full,Second 30,JE,No fish,,,,,,
2024,3/6/2024,14:00,Full,First 30,JE,No fish,,,,,,
2024,3/6/2024,14:30,Full,Second 30,JE,No fish,,,,,,
2024,3/6/2024,15:00,Full,First 30,JE,No fish,,,,,,
2024,3/6/2024,15:30,Full,Second 30,JE,15:47:02,5032,downstream,5.69,55.7,1,Fish appears in the middle of image but appears to have been travelling from US
2024,3/6/2024,15:30,Full,Second 30,JE,15:50:50,6165,,7.23,54.4,1,Fish appears in the middle of image and travels US past sonar. Unable to confidently determine if the fish started US or DS of sonar 
2024,3/6/2024,16:00,Full,First 30,JE,No fish,,,,,,
